original_chinese_name,translated_name,wirescreen_name_en,last_retrieval_date,flags,government_ownership_fraction,historical_shareholders,investments,direct_shareholders,beneficial_owners,customers,suppliers,pdf_link
沙湾县老沙湾镇蓝海养殖场,Blue Ocean Breeding Farm,Hetian County Blue Ocean Breeding Farmers Professional Cooperative,"July 29, 2023",,,,,,,,,/pdfs/Hetian County Blue Ocean Breeding Farmers Professional Cooperative.pdf
沙湾县金池水产养殖农民专业合作社,Shawan County Jinchi Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
沙湾县鑫旺农农机农民专业合作社,Shawan County Xinwang Agricultural Machinery Farmers Professional Cooperative,,,,,,,,,,,
沙湾市千泉湖农业专业合作社,Qianquan Lake Agricultural Cooperative in Shawan City,,,,,,,,,,,
沙湾市千泉湖农家乐专业合作社,Shawan City Qianquan Lake Farmhouse Professional Cooperative,,,,,,,,,,,
沙湾市千泉湖水库生态开发有限责任公司,Shawan Qianquan Lake Reservoir Ecological Development Co.,,,,,,,,,,,
沙湾市均德生态养殖有限公司,Shawan Junde Ecological Breeding Co.,,,,,,,,,,,
沙湾市江丰水产养殖有限公司,Shawan Jiangfeng Aquaculture Co.,,,,,,,,,,,
沙湾市洪亮种植农民专业合作社,Shawan City Hongliang Planting Farmers Professional Cooperative,,,,,,,,,,,
沙湾市聚诚养殖农民专业合作社,Shawan City Jucheng Breeding Farmers Professional Cooperative,,,,,,,,,,,
沙湾市腾龙湾水产养殖农民专业合作社,Shawan City Tenglong Bay Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
沙湾高北渔业有限公司,Shawan Gaobei Fisheries Co.,,,,,,,,,,,
沙雅县元吉畜牧技术服务农民专业合作社,Shaya County Yuanji Animal Husbandry Technical Service Farmers Professional Cooperative,,,,,,,,,,,
沙雅县庆丰特色养殖家庭农场,Shaya County Qingfeng Characteristic Breeding Family Farm,,,,,,,,,,,
沙雅县托依堡勒迪镇库木艾日克水产养殖农民专业合作社,Kumuerike Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
沙雅县英买力镇将军湖府水产养殖家庭农场（个体工商户）,Jiangjun Hufu Aquaculture Family Farm,,,,,,,,,,,
泽普县丰水源水产品养殖农民专业合作社,Zepu County Fengshuiyuan Aquatic Products Breeding Farmers Professional Cooperative,,,,,,,,,,,
泽普县叶河水产养殖有限责任公司,Zepu County Yehe Aquaculture Co.,,,,,,,,,,,
泽普县国胜鱼养殖家庭农场（个体工商户）,Zepu County Guosheng Fish Breeding Family Farm (Individual Industrial and Commercial Household),,,,,,,,,,,
泽普县澳美龙水产养殖中心,Zepu County Aomeilong Aquaculture Center,,,,,,,,,,,
泽普县益鸿水产店（个体工商户）,Zepu County Yihong Aquatic Products Store (Individual Industrial and Commercial Household),,,,,,,,,,,
泽普县裕隆农业发展有限公司,Zepu County Yulong Agricultural Development Co.,,,,,,,,,,,
泽普小白水产鲜鱼便利店,Zepu Xiaobai Aquatic Fresh Fish Convenience Store,,,,,,,,,,,
洛浦县优于养殖有限公司,Luopu County Superior Breeding Co.,,,,,,,,,,,
洛浦县优美渔业养殖农民专业合作社,Luopu County Youmei Fish Breeding Farmers Professional Cooperative,,,,,,,,,,,
洛浦县前进养殖有限公司,Luopu County Qianqiang Breeding Co.,,,,,,,,,,,
洛浦县德乐养殖农民专业合作社,Luopu County Dele Breeding Farmers Professional Cooperative,,,,,,,,,,,
洛浦县拜什托格拉克乡瀚辰特种孵化养殖家庭农场,Hanchen Special Hatchery Breeding Family Farm in Baishitogelak Township,,,,,,,,,,,
洛浦县期望家禽养殖有限公司,Luopu County expects poultry breeding Co.,,,,,,,,,,,
洛浦县沙枣花蜂蜜养殖专业合作社,Luopu County Elaeagnus Elaeagnus Honey Breeding Professional Cooperative,,,,,,,,,,,
洛浦县洛浦镇舒畅水产品养殖场（个体工商户）,Shuchang Aquatic Products Farm,,,,,,,,,,,
洛浦县渔岛养殖有限公司,Luopu County Yudao Aquaculture Co.,,,,,,,,,,,
洛浦县牛郎畜牧养殖农民专业合作社,Luopu County Niulang Livestock Breeding Farmers Professional Cooperative,,,,,,,,,,,
洛浦县瑞和养殖农民专业合作社,Luopu County Ruihe Breeding Farmers Professional Cooperative,,,,,,,,,,,
洛浦县绿草养殖农民专业合作社,Luopu County Green Grass Breeding Farmers Professional Cooperative,,,,,,,,,,,
洛浦县美域养殖农民专业合作社,Luopu County Meiyu Breeding Farmers Professional Cooperative,,,,,,,,,,,
洛浦县花香满园养殖农民专业合作社,Luopu County Flower Garden Breeding Farmers Professional Cooperative,,,,,,,,,,,
洛浦县融民种养殖农民专业合作社,Luopu County Rongmin Breeding Farmers Professional Cooperative,,,,,,,,,,,
洛浦县金水流水产品养殖农民专业合作社,Luopu County Jinshuiliu Aquatic Products Farmers Professional Cooperative,,,,,,,,,,,
洛浦县金白鱼养殖有限公司,Luopu County Golden White Fish Breeding Co.,,,,,,,,,,,
洛浦县顺福养殖农民专业合作社,Luopu County Shunfu Breeding Farmers Professional Cooperative,,,,,,,,,,,
洛浦县鱼水池养殖农民专业合作社,Luopu County Fish Pond Breeding Farmers Professional Cooperative,,,,,,,,,,,
洛浦县鲜艳养殖农民专业合作社,Luopu County Bright Breeding Farmers Professional Cooperative,,,,,,,,,,,
洛浦锦鑫生态养殖有限公司,Luopu Jinxin Ecological Breeding Co.,,,,,,,,,,,
浙江西城工程设计有限公司新疆分公司,Zhejiang Xicheng Engineering Design Co.,Zhejiang Xicheng Engineering Design Company Limited,"November 16, 2023",Closed by owner,,,,LU Haiyang:1,LU Haiyang:1,,,/pdfs/Zhejiang Xicheng Engineering Design Company Limited.pdf
温宿县佳木林场君林鱼养殖,Wensu County Jiamu Forest Farm Junlin Fish Breeding,,,,,,,,,,,
温宿县兴泉水产养殖场,Wensu County Xingquan Aquaculture Farm,,,,,,,,,,,
温宿县和兴源水产养殖场,Wensu County and Xingyuan Aquaculture Farm,,,,,,,,,,,
温宿县天科牧业发展有限责任公司,Wensu County Tianke Animal Husbandry Development Co.,Wensu County Tianke Animal Husbandry Development Company Limited,"December 29, 2024",Labor Issues - Agriculture; Government Ownership: 100.0%, 100.0%,"""Wensu County State-Owned Assets Management Office"" (2020: 1); ""Wensu County State-Owned Assets Supervision And Administration Commission"" (2018: 1); ""Wensu County Kekeya Agricultural Development (Group) Company Limited"" (2021-2025: 1); ""Wensu County Shengquan Investment Company Limited"" (2019: 1)",,Wensu County Kekeya Agricultural Development (Group) Company Limited:1,Finance Bureau Of Wensu County:1,,,/pdfs/Wensu County Tianke Animal Husbandry Development Company Limited.pdf
温宿县小小鱼塘,Wensu County small fish pond,,,,,,,,,,,
温宿县康诚渔业养殖场,Wensu County Kangcheng Fishery Farm,,,,,,,,,,,
温宿县新湘渔场,Wensu County Xinxiang Fishing Ground,,,,,,,,,,,
温宿县永建生态养殖家庭农场,Yongjian Ecological Breeding Family Farm in Wensu County,,,,,,,,,,,
温宿县洞庭水产养殖有限公司,Wensu County Dongting Aquaculture Co.,,,,,,,,,,,
温宿县金水河渔场,Wensu County Jinshui River Fishing Ground,,,,,,,,,,,
温宿县锦鑫隆养殖场,Wensu County Jinxinlong Breeding Farm,,,,,,,,,,,
温宿县鹏博渔业开发有限公司,Wensu County Pengbo Fishery Development Co.,,,,,,,,,,,
温宿县龙泉养殖有限公司,Wensu County Longquan Breeding Co.,,,,,,,,,,,
温宿滢汀源海农场,Wen Su Tingyuanhai Farm,,,,,,,,,,,
温泉县哈日布呼镇天时生态家庭农场,Tianshi Ecological Family Farm,,,,,,,,,,,
温泉县天麓渔业养殖专业合作社,Wenquan County Tianlu Fishery Breeding Professional Cooperative,,,,,,,,,,,
温泉县安格里格镇庆财鱼养殖农场（个体工商户）,Qingcai Fish Breeding Farm,,,,,,,,,,,
温泉县恒顺源水产养殖农民专业合作社,Wenquan County Hengshunyuan Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
温泉县金池水产养殖农民专业合作社,Wenquan County Jinchi Aquaculture Farmers Professional Cooperative,Wenquan County Jinchi Aquaculture Farmers Professional Cooperative,"November 16, 2024",,,,,,,,Qingdao Trans-Ocean Aquatech Company Limited:Aquaculture capacity improvement project:1980000:2023-05-16,/pdfs/Wenquan County Jinchi Aquaculture Farmers Professional Cooperative.pdf
焉耆万润水产养殖场,Yanqi Wanrun Aquaculture Farm,,,,,,,,,,,
焉耆县福康水产养殖专业合作社,Yanqi County Fukang Aquaculture Professional Cooperative,,,,,,,,,,,
焉耆县立峰珍禽养殖专业合作社,Yanqi County Lifeng Rare Bird Breeding Professional Cooperative,,,,,,,,,,,
焉耆杨氏生态养殖专业合作社,Yanqi Yang's Ecological Breeding Professional Cooperative,,,,,,,,,,,
特克斯县天蕴渔业有限公司,Tekes County Tianyun Fishery Co.,Tekes County Tianyun Fishery Company Limited,"October 04, 2024",Labor Issues - Agriculture Ownership: 100.0%; Labor Issues Ownership: 100.0%; Labor Issues - Construction Ownership: 5.4%,,,,Gongliu County Tianyun Fishery Company Limited:1,ZHANG Xiu:0.497; ZHANG Yangyang:0.054; QIU Weimin:0.046; DING Yaying:0.034; XIA Yu:0.033; WANG Yun:0.029; FANG Wen:0.029; DING Guoguang:0.025; SHA Peng:0.023; LI Chunyu:0.019; FENG Bin:0.019; LI Mo:0.019; LI Ying:0.015; QI Shengyao:0.014; HONG Genyun:0.011; YU Xuemei:0.011; LIU Lei:0.008; MA Xuechun:0.008; ZHANG Yan:0.008; ZHANG Yuru:0.008; ZHAO Xueyuan:0.006; LI Xin:0.006; SU Wenling:0.004; YANG Lin:0.004; JIANG Jinbang:0.004; YAO Dingxiang:0.004; HU Jian:0.004; ZHAO Yongchun:0.002; ZHANG Yong:0.002; HU Yanming:0.001; MIN Jun:0.001; WANG Xinan:0.001; TANG Binfeng:0.001,,,/pdfs/Tekes County Tianyun Fishery Company Limited.pdf
独山子区碧海蓝天水产店,Dushanzi District Bihailantian Aquatic Products Store,,,,,,,,,,,
玛纳斯县广兴水产养殖专业合作社,Manas County Guangxing Aquaculture Professional Cooperative,,,,,,,,,,,
玛纳斯县新湖龙鑫源水产养殖农民专业合作社,Manas County Xinhu Longxinyuan Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
玛纳斯县沁源水产养殖专业合作社,Manas County Qinyuan Aquaculture Professional Cooperative,,,,,,,,,,,
玛纳斯县泉顺水产养殖家庭农场,Quanshun Aquaculture Family Farm in Manas County,,,,,,,,,,,
玛纳斯县泓泉特种水产养殖场,Manas County Hongquan Special Aquaculture Farm,,,,,,,,,,,
玛纳斯县渔见塞外水产养殖有限公司,Manas County Yujian Great Wall Aquaculture Co.,,,,,,,,,,,
玛纳斯县盛合绿源种植专业合作社,Manas County Shenghe Luyuan Planting Professional Cooperative,,,,,,,,,,,
玛纳斯县鸿辉农业科技有限公司,Manas County Honghui Agricultural Technology Co.,,,,,,,,,,,
疏勒县众鑫水产养殖畜牧专业合作社,Shule County Zhongxin Aquaculture and Livestock Professional Cooperative,,,,,,,,,,,
疏勒县农民愿望农畜产品农民专业合作社,Shule County Farmers’ Desire Agricultural and Livestock Products Farmers Professional Cooperative,,,,,,,,,,,
疏勒县民意水产养殖场,Shule County Public Opinion Aquaculture Farm,,,,,,,,,,,
疏勒县水产场,Shule County Aquatic Farm,,,,,,,,,,,
疏勒县沃丰鱼塘店,Shule County Wofeng Fish Pond Store,,,,,,,,,,,
疏勒县沙园养殖农民专业合作社,Shule County Shayuan Breeding Farmers Professional Cooperative,,,,,,,,,,,
疏勒县苏渔特色水产养殖农民专业合作社,Shule County Suyu Characteristic Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
疏勒疆鲜水产养殖有限公司,Shulejiang Fresh Aquaculture Co.,,,,,,,,,,,
疏勒鑫禧养殖有限公司,Shule Xinxi Breeding Co.,,,,,,,,,,,
疏附县一苇水岸养殖农庄,Yiwei River Breeding Farm in Shufu County,,,,,,,,,,,
疏附县帕热赛提农畜产品农民专业合作社,Shufu County Pareseti Agricultural and Livestock Products Farmers’ Professional Cooperative,,,,,,,,,,,
疏附县河畔农畜产品农民专业合作社,Shufu County Hepan Agricultural and Livestock Products Farmers Professional Cooperative,,,,,,,,,,,
疏附县白鹅养殖专业合作社,Shufu County White Goose Breeding Professional Cooperative,,,,,,,,,,,
疏附县阿尔祖农业专业合作社,Shufu County Arzu Agricultural Professional Cooperative,,,,,,,,,,,
白杨市来娃水产养殖场（个体工商户）,Baiyang City Laiwa Aquaculture Farm,,,,,,,,,,,
白杨市盛塘种养殖专业合作社,Baiyang City Shengtang Breeding Professional Cooperative,,,,,,,,,,,
皮山县乔达乡牛牛乐园家庭农场,Niuniu Paradise Family Farm,,,,,,,,,,,
皮山县和睦养殖农民专业合作社,Pishan County Hehu Breeding Farmers Professional Cooperative,,,,,,,,,,,
皮山县宝河渔业旅游有限公司,Pishan County Baohe Fisheries Tourism Co.,,,,,,,,,,,
皮山县繁荣养殖专业合作社,Pishan County Prosperous Breeding Professional Cooperative,,,,,,,,,,,
皮山县绿地农牧农民专业合作社,Pishan County Greenland Agriculture and Animal Husbandry Farmers Professional Cooperative,,,,,,,,,,,
石河子市下野地镇昊华水产养殖专业合作社,Haohua Aquaculture Professional Cooperative,,,,,,,,,,,
石河子市东阜城镇融飞养殖专业合作社,Shihezi City Dongfu Town Rongfei Breeding Professional Cooperative,,,,,,,,,,,
石河子市众淼水产养殖有限公司,Zhongmiao Aquaculture Co.,,,,,,,,,,,
石河子市北泉镇五友水产养殖合作社,Wuyou Aquaculture Cooperative in Beiquan Town,,,,,,,,,,,
石河子市北泉镇众旺生态水产养殖专业合作社,Zhongwang Ecological Aquaculture Professional Cooperative,,,,,,,,,,,
石河子市北泉镇启丰水产养殖场,Qifeng Aquaculture Farm,,,,,,,,,,,
石河子市北泉镇天华水产养殖场,Tianhua Aquaculture Farm,,,,,,,,,,,
石河子市北泉镇宇春硕水产养殖场,Yu Chunshuo Aquaculture Farm,,,,,,,,,,,
石河子市北泉镇浩顺宇水产养殖场,Haoshunyu Aquaculture Farm,,,,,,,,,,,
石河子市北泉镇鸿润水产养殖园,Hongrun Aquaculture Park,,,,,,,,,,,
石河子市十户滩镇海天水产养殖专业合作社,Haitian Aquaculture Professional Cooperative,Chaohu Haitian Aquaculture Professional Cooperative,"November 22, 2021",,,,,WU Benhong:0.5; Chaohu Xinnong Trading Company:0.4; CHEN Hao:0.04; LU Chunmei:0.02; WU Yuanming:0.02; LIU Yong:0.02,WU Benhong:0.5; Chaohu Xinnong Trading Company:0.4; CHEN Hao:0.04; LU Chunmei:0.02; LIU Yong:0.02; WU Yuanming:0.02,,,/pdfs/Chaohu Haitian Aquaculture Professional Cooperative.pdf
石河子市博瀚农业科技有限公司,Shihezi Bohan Agricultural Technology Co.,,,,,,,,,,,
石河子市启鑫渔业有限公司,Shihezi Qixin Fishery Co.,,,,,,,,,,,
石河子市宝顺水产养殖服务中心（个体工商户）,Shihezi Baoshun Aquaculture Service Center,,,,,,,,,,,
石河子市新倍祺渔业有限公司,Shihezi Xinbeiqi Fishery Co.,,,,,,,,,,,
石河子市新安镇御宝生态养殖有限公司,Shihezi City Xin'an Town Yubao Ecological Breeding Co.,,,,,,,,,,,
石河子市景新水产养殖中心,Shihezi Jingxin Aquaculture Center,,,,,,,,,,,
石河子市江旺水产养殖有限公司,Shihezi Jiangwang Aquaculture Co.,,,,,,,,,,,
石河子市泉水湾生态养殖有限公司,Shihezi Quanshuiwan Ecological Breeding Co.,Shihezi Quanshuiwan Ecological Breeding Company Limited,"December 10, 2023",,,"""LIU Kunlin"" (2015-2019: 1); ""LI Ruihong"" (2020-2025: 1)",,LI Ruihong:1,LI Ruihong:1,,,/pdfs/Shihezi Quanshuiwan Ecological Breeding Company Limited.pdf
石河子市润海水产店,Shihezi City Runhai Seafood Store,,,,,,,,,,,
石河子市红桥湾苗木农民专业合作社,Shihezi City Hongqiaowan Seedling Farmers Professional Cooperative,,,,,,,,,,,
石河子市题桥蚯蚓生态养殖有限公司,Shihezi Shiqiao Earthworm Ecological Breeding Co.,,,,,,,,,,,
福海县三博绿色养殖农民专业合作社,Fuhai County Sanbo Green Breeding Farmers Professional Cooperative,,,,,,,,,,,
福海县保勒德水产养殖中心（普通合伙）,Baolede Aquaculture Center in Fuhai County (General Partnership),,,,,,,,,,,
福海县卫红水产养殖有限公司,Fortuna s county WeiGong aquaculture co.,,,,,,,,,,,
福海县地方渔场淼源水产捕捞服务部,Fuhai County Local Fishing Ground Miaoyuan Aquatic Fishing Service Department,,,,,,,,,,,
福海县宏泽水产养殖有限公司,Fuhai Hongze Aquaculture Co.,,,,,,,,,,,
福海县库依尕河水产养殖有限责任公司,Fuhai County Kuyigahe Aquaculture Co.,,,,,,,,,,,
福海县强盛水产科技有限责任公司,Fuhai County Qiangqiang Aquatic Technology Co.,,,,,,,,,,,
福海县文献水产捕捞服务部,Fuhai County Literature Fisheries Fishing Service Department,,,,,,,,,,,
福海县水库综合养殖有限责任公司,Fuhai County Reservoir Comprehensive Breeding Co.,,,,,,,,,,,
福海县海乐水产有限公司,Fuhai County Haile Aquatic Products Co.,,,,,,,,,,,
福海县海富特种鱼养殖有限责任公司,Fuhai County Haifu Special Fish Breeding Co.,Fuhai County Haifu Special Fish Breeding Company Limited,"August 30, 2023",Labor Issues - Agriculture,,"""LIU Changlong"" (2017: 0.6, 2013-2016: 0.6, 2018-2025: 0.6); ""ZENG Ying"" (2017: 0.2, 2013-2016: 0.2, 2018-2025: 0.2); ""MU Lijiang"" (2017: 0.2, 2013-2016: 0.1, 2018-2025: 0.1); ""FAN Shaorang"" (2013-2016: 0.1, 2018-2025: 0.1)",,LIU Changlong:0.6; ZENG Ying:0.2; MU Lijiang:0.1; FAN Shaorang:0.1,LIU Changlong:0.6; ZENG Ying:0.2; MU Lijiang:0.1; FAN Shaorang:0.1,,,/pdfs/Fuhai County Haifu Special Fish Breeding Company Limited.pdf
福海县淼丰水产捕捞服务部,Fuhai County Miaofeng Aquatic Fishing Service Department,,,,,,,,,,,
福海县福鱼水产养殖有限责任公司,Fuhai County Fuyu Aquaculture Co.,,,,,,,,,,,
福海县立新水产养殖有限公司,Fuhai County New Aquaculture Co.,,,,,,,,,,,
福海县银都水产养殖开发有限公司,Fuhai County Yindu Aquaculture Development Co.,,,,,,,,,,,
福海县阿尔达乡土著鱼业养殖家庭农场,Indigenous Fish Farming Family Farm in Alda Township,,,,,,,,,,,
福海县黄花湖水产养殖有限责任公司,Fuhai County Huanghua Lake Aquaculture Co.,,,,,,,,,,,
福海沃海水产养殖有限责任公司,Fuhaiwo Sea Water Production Co.,,,,,,,,,,,
福海盐湖水产开发有限责任公司,Fuhai Salt Lake Aquatic Development Co.,,,,,,,,,,,
福海福泽水产养殖有限公司,Fuhai Fuze Aquaculture Co.,,,,,,,,,,,
策勒县伊坎库勒养殖农民专业合作社,Cele County Ikankule Breeding Farmers Professional Cooperative,,,,,,,,,,,
策勒县蟹都汇水产养殖有限公司,Chele County Crab Duhui Aquaculture Co.,,,,,,,,,,,
策勒县阿勒克什养殖农民专业合作社,Cele County Aleksh Breeding Farmers Professional Cooperative,,,,,,,,,,,
策勒县鱼悦鑫生态养殖场（个体工商户）,Cele County Yuyuexin Ecological Farm (Individual Industrial and Commercial Household),,,,,,,,,,,
策勒春帆畜牧开发有限公司,Cele Chunfan Livestock Development Co.,,,,,,,,,,,
精河县托里乡众鑫源水产养殖农民专业合作社,Zhongxinyuan Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
精河县杞阳农业发展有限公司,Jinghe County Qiyang Agricultural Development Co.,,,,,,,,,,,
精河县渔畅养殖家庭农场,Jinghe County Yuchang Breeding Family Farm,,,,,,,,,,,
精河县牧林合生态有限责任公司,Jinghe County Mulinhe Ecological Co.,,,,,,,,,,,
精河县金何太生物科技有限公司,Jinghe County Jinhetai Biotechnology Co.,Jinghe County Jinhetai Biotechnology Company Limited,"December 15, 2023",,,"""Aishajiang Maimat"" (2021: 0.5, 2019-2020: 0.51); ""Unknown"" (2021: 0.5, 2019-2020: 0.5, 2022-2025: 0.49)",,:0.51; :0.49,:0.51; :0.49,,,/pdfs/Jinghe County Jinhetai Biotechnology Company Limited.pdf
精河县金艾湖养殖专业合作社,Jinghe County Jinai Lake Breeding Professional Cooperative,,,,,,,,,,,
精河县黑土地农机专业合作社,Jinghe County Black Soil Agricultural Machinery Professional Cooperative,,,,,,,,,,,
胡杨河市易忱水产经营店,Huyanghe Yichen Aquatic Products Store,,,,,,,,,,,
胡杨河市杨强水产品店,Yangqiang Aquatic Products Store in Huyanghe City,,,,,,,,,,,
胡杨河市满丰水产养殖有限公司,Huyanghe Manfeng Aquaculture Co.,,,,,,,,,,,
胡杨河市禹润欧杨渔业有限公司,Huyanghe Yurun Ouyang Fishery Co.,,,,,,,,,,,
胡杨河市铭胜水产养殖有限公司,Huyanghe Mingsheng Aquaculture Co.,,,,,,,,,,,
胡杨河市长益生态水产养殖有限公司,Huyanghe Changyi Ecological Aquaculture Co.,,,,,,,,,,,
胡杨河市顺祥渔业有限公司,Huyanghe Shunxiang Fishery Co.,,,,,,,,,,,
胡杨河益海牧业有限公司,Hu Yang Heyihai Beihai Animal Husbandry Co.,,,,,,,,,,,
莎车县助农养殖农民专业合作社,Shache County Agriculture and Breeding Farmers Professional Cooperative,,,,,,,,,,,
莎车县康兴农庄,Kangxing Farm,,,,,,,,,,,
莎车县故乡淡水鱼养殖厂,Shache County Guxiang Freshwater Fish Breeding Factory,,,,,,,,,,,
莎车县新蜀鱼业养殖家庭农场,Xinshu Fish Breeding Family Farm in Shache County,,,,,,,,,,,
莎车县海滩水产养殖经营部,Shache County Beach Aquaculture Management Department,,,,,,,,,,,
莎车县灿烂鱼养殖厂（个体工商户）,Shache County brilliant fish breeding factory,,,,,,,,,,,
莎车县胜民农牧科技有限公司,Shache County Shengmin Agriculture and Animal Husbandry Technology Co.,,,,,,,,,,,
莎车县鱼多鑫水产养殖中心（个体工商户）,Shache County Yuduoxin Aquaculture Center,,,,,,,,,,,
莎车龙湖特色水产养殖有限责任公司,Shache Longhu Characteristic Aquaculture Co.,,,,,,,,,,,
轮台县余长安水产养殖场,Luntai County Yuchangan Aquaculture Farm,,,,,,,,,,,
轮台县双优水产养殖农民专业合作社,Luntai County Shuangyou Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
轮台县淦鲜浩渺水产养殖有限公司,Ganxian Haomiao Aquaculture Co.,,,,,,,,,,,
轮台县源生泰水产养殖家庭农场,Yuanshengtai Aquaculture Family Farm in Luntai County,,,,,,,,,,,
轮台县钱庄水产养殖农民专业合作社,Luntai County Qianzhuang Aquaculture Farmers Professional Cooperative,Luntai County Qianzhuang Aquaculture Farmers Professional Cooperative,"December 23, 2023",,,,,QIAN Zhuang:0.498; QIAN Youdong:0.3; SONG Duo:0.2; DONG Quanmei:0.001; ZHAO Yusu:0.001,QIAN Zhuang:0.498; QIAN Youdong:0.3; SONG Duo:0.2; DONG Quanmei:0.001; ZHAO Yusu:0.001,,,/pdfs/Luntai County Qianzhuang Aquaculture Farmers Professional Cooperative.pdf
轮台县长安水产养殖农民专业合作社,Luntai County Chang'an Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
轮台县陈方学水产品养殖场,Luntai County Chen Fangxue Aquatic Products Farm,,,,,,,,,,,
轮台县雅园生态养殖家庭农场（个体工商户）,Luntai County Yayuan Ecological Breeding Family Farm (Individual Industrial and Commercial Household),,,,,,,,,,,
轮台县顾永连养殖场,Gu Yonglian Breeding Farm in Luntai County,,,,,,,,,,,
鄯善什泉水产养殖基地（个体工商户）,Shanshan Shiquan Aquaculture Base,,,,,,,,,,,
鄯善县山水养殖有限责任公司,Shanshan County Shanshui Aquaculture Co.,,,,,,,,,,,
鄯善县山河水务开发投资有限责任公司,Shanshan County Shanhe Water Development Investment Co.,A Branch Of Shanshan County Shanhe Water Development Investment Company Limited,"December 13, 2023",Government Ownership: 100.0%; Labor Issues - Energy Ownership: 100.0%, 100.0%,,,Shanshan County Shanhe Water Affairs Development Investment Company Limited:1,State Council:0.547; Shanshan County State-Owned Assets Supervision And Administration Commission:0.453,,,/pdfs/A Branch Of Shanshan County Shanhe Water Development Investment Company Limited.pdf
鄯善工业园区智豪养殖农民专业合作社,Shanshan Industrial Park Zhihao Breeding Farmers Professional Cooperative,,,,,,,,,,,
鄯善绿禾元养殖农民专业合作社,Shanshan Green Heyuan Farmers’ Professional Cooperative,,,,,,,,,,,
铁门关市三角湖生态鱼养殖中心,Tiemenguan City Sanjiang Lake Ecological Fish Breeding Center,,,,,,,,,,,
铁门关市俊博农牧业发展有限公司,Junbo Agriculture and Animal Husbandry Development Co.,,,,,,,,,,,
铁门关市博友生态园农场（个体工商户）,Tiemenguan City Boyou Ecological Park Farm,,,,,,,,,,,
铁门关市大江富地农业科技有限公司,Tiemenguan Dajiang Fudi Agricultural Technology Co.,,,,,,,,,,,
铁门关市天利小龙虾养殖有限公司,Tiemenguan Tianli Crayfish Breeding Co.,Tiemenguan Tianli Crayfish Breeding Company Limited,"December 15, 2023",,,"""WANG Xuelin"" (2021-2025: 1)",,WANG Xuelin:1,WANG Xuelin:1,,,/pdfs/Tiemenguan Tianli Crayfish Breeding Company Limited.pdf
铁门关市昆跃水产养殖有限公司,Kunyue Aquaculture Co.,,,,,,,,,,,
铁门关市玉龙湾水产养殖农民专业合作社,Tiemenguan City Yulongwan Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
铁门关市祥泰养殖专业合作社,Tiemenguan City Xiangtai Breeding Professional Cooperative,,,,,,,,,,,
阜康市云海家庭农场,Fukang Yunhai Family Farm,,,,,,,,,,,
阜康市余学文种植家庭农场,Fukang City Yu Xuewen Planting Family Farm,,,,,,,,,,,
阜康市冰湖鲟龙水产养殖有限公司,Fukang Binghu Xunlong Aquaculture Co.,,,,,,,,,,,
阜康市卢振彪养殖农场,Fukang City Lu Zhenbiao Breeding Farm,,,,,,,,,,,
阜康市嘉宝水产养殖场,Fukang Jiabao Aquaculture Farm,,,,,,,,,,,
阜康市渔满仓水产养殖有限公司,Fukang Yumancang Aquaculture Co.,,,,,,,,,,,
阜康市盛塘水产养殖场（个体工商户）,Fukang City Shengtang Aquaculture Farm (Individual Industrial and Commercial Household),,,,,,,,,,,
阜康市远源生态养殖有限公司,Fukang Yuanyuan Ecological Breeding Co.,,,,,,,,,,,
阜康市鑫盛丰源养殖农民专业合作社,Fukang Xinsheng Fengyuan Breeding Farmers Professional Cooperative,,,,,,,,,,,
阜康百瑞智新水产品养殖有限公司,Fukang Bairuizhi New Aquatic Products Breeding Co.,,,,,,,,,,,
阿克苏佳龙渔业有限公司,Aksu Jialong Fishery Co.,,,,,,,,,,,
阿克苏冰温双泉渔业科技有限公司,Aksu Bingwen Shuangquan Fishery Technology Co.,,,,,,,,,,,
阿克苏天泉雪源水产养殖农民专业合作社,Aksu Tianquan Xueyuan Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
阿克苏姑墨渔业有限公司,Aksu Guru Fisheries Co.,,,,,,,,,,,
阿克苏市博涵水产养殖家庭农场,Bohan Aquaculture Family Farm in Aksu City,,,,,,,,,,,
阿克苏市恩启水产养殖中心,Aksu Enqi Aquaculture Center,,,,,,,,,,,
阿克苏市盛世人家家庭农场,Aksu City Shengshirenjia Family Farm,,,,,,,,,,,
阿克苏市许疆辉渔业经营部（个体工商户）,Aksu City Xu Jianghui Fishery Management Department,,,,,,,,,,,
阿克苏市高翠之水产品批发零售店,Gaocuizhi aquatic products wholesale and retail store in Aksu City,,,,,,,,,,,
阿克苏市鱼你有缘养殖厂,Aksu Fish You Are Fate Breeding Factory,,,,,,,,,,,
