original_chinese_name,translated_name,location_eng,wirescreen_name_en,last_retrieval_date,flags,government_ownership_fraction,historical_shareholders,investments,direct_shareholders,beneficial_owners,customers,suppliers,pdf_link
当涂县乌溪七房蟹苗养殖专业合作社,Dangdang Wuxi Seven Family Crab Seedling Professional Cooperatives,Anhui,,,,,,,,,,,
马鞍山市海滨水产品生态养殖专业合作社,Ma'anshan Waterfront Aquatic Product Ecological Breeding Professional Cooperative,Anhui,,,,,,,,,,,
安徽张林渔业有限公司,"Anhui zhang Lin fisheries co., LTD",Anhui,,,,,,,,,,,
望江县祥兵农业专业合作社,Wangjiang County Xiangbing Agricultural Professional Cooperative (affiliated to aquaculture farms),Anhui,,,,,,,,,,,
东山县逸昌水产养殖有限公司,"Dongshan County Yichang Aquaculture Co., Ltd",Fujian,,,,,,,,,,,
福建汇跃实业发展有限公司,"Fujian Huiyue Industrial Development Co., Ltd. (affiliated to aquaculture farms)",Fujian,,,,,,,,,,,
霞浦县钦龙水产养殖有限公司,"Xiapu Qinlong Aquaculture Co., Ltd",Fujian,,,,,,,,,,,
崇义章源投资控股有限公司阳明湖渔业分公司,"Chongyi Zhangyuan Investment Holding Co., Ltd. Yangminghu Fisheries Branch (affiliated to aquaculture farms)",Jiangxi,,,,,,,,,,,
吉安市红盈渔业有限公司,"Ji'an Hongying Fishery Co., Ltd",Jiangxi,,,,,,,,,,,
九江良盛生态农业发展有限公司,"Jiujiang Liangsheng Ecological Agriculture Development Co., Ltd",Jiangxi,,,,,,,,,,,
九江星祥水产养殖有限公司,"Jiujiang Xingxiang Aquaculture Co., Ltd",Jiangxi,,,,,,,,,,,
江西军山湖生态农业发展有限公司,"Jiangxi Junshanhu Ecological Agriculture Development Co., Ltd",Jiangxi,,,,,,,,,,,
南昌市新建区联圩镇水产场,"Water Production Field, Lianyu Town, New District, Nanchang City",Jiangxi,,,,,,,,,,,
余干县鳗和堂生态养殖有限公司,"Yugan County Eel and Tang Ecological Breeding Co., Ltd",Jiangxi,,,,,,,,,,,
新余市龙鸣养殖农民专业合作社,Xinyu City Longming Breeding Farmers Professional Cooperative,Jiangxi,,,,,,,,,,,
分宜县罗坎养殖专业合作社,Luokan Poin Professional Cooperative,Jiangxi,,,,,,,,,,,
宜春市凤山瑞通水产养殖有限公司,"Yichun Fengshan Ruitong Aquaculture Co., Ltd",Jiangxi,,,,,,,,,,,
宜春市状元湖生态农业科技有限责任公司,"Yichun Zhuangyuan Lake Ecological Agriculture Technology Co., Ltd",Jiangxi,,,,,,,,,,,
萍乡市百旺农业科技有限公司,"Pingxiang City Baiwang Agricultural Technology Co., Ltd. (affiliated to aquaculture farms)",Jiangxi,,,,,,,,,,,
新干县赣源生态泥鳅养殖场（普通合伙企业）,Ganyuan Ecological Loach Breeding Farm in Xingan County (General Partnership Enterprise),Jiangxi,,,,,,,,,,,
瑞昌市渔跃湾农业生态园,"Yuyuewan Agricultural Ecological Park, Ruichang City",Jiangxi,,,,,,,,,,,
武宁县满江红农业综合种养专业合作社,Wuning County Manjiang Red Agricultural Comprehensive Parce Professional Cooperative,Jiangxi,,,,,,,,,,,
九江市柴桑区聚友水产养殖有限公司,"Jiujiang Chai Sang District Juyou Aquaculture Co., Ltd.",Jiangxi,,,,,,,,,,,
九江雨泉水产养殖专业合作社,Jiujiang Yuquan Aquaculture Professional Cooperative,Jiangxi,,,,,,,,,,,
鄱阳县三庙前德进生态黄鳝养殖专业合作社,"Dejin Ecological Scutellaria Breeding Professional Cooperative in Sanmiao, Poyang County",Jiangxi,,,,,,,,,,,
弋阳县益农水产养殖专业合作社,Professional Cooperative of Yinong and Water Production Aquaculture in Liyang County,Jiangxi,,,,,,,,,,,
新余市众成渔业农民专业合作社,Professional Cooperative of Fisheries Farmers of Xinyu City,Jiangxi,,,,,,,,,,,
新余市华绮种养农民专业合作社,Xinyu City Huaqi breed farmers' professional cooperative,Jiangxi,,,,,,,,,,,
渝水区大坑绿色养殖场,"Green farm in Dakeng, Yushui District",Jiangxi,,,,,,,,,,,
新余都康有机农业有限公司,"Xinyu Dukang Organic Agriculture Co., Ltd",Jiangxi,,,,,,,,,,,
江西宜硕生态农业有限公司,"Jiangxi Yishuo Ecological Agriculture Co., Ltd",Jiangxi,,,,,,,,,,,
万载县奕晟农业种养农民专业合作社,Wanzai County Yisheng Agricultural Seeding Farmers Professional Cooperative,Jiangxi,,,,,,,,,,,
万载县和丰四大家鱼良种繁殖场,Wanzai County and Fengsi Five Fish Fish Greeding Farm,Jiangxi,,,,,,,,,,,
江西华伟生态渔业有限公司,"Jiangxi Huawei Ecological Fishery Co., Ltd",Jiangxi,,,,,,,,,,,
贵溪市太顺综合养殖专业合作社,Guixun Taishun Comprehensive Breeding Professional Cooperative,Jiangxi,,,,,,,,,,,
寿光市鑫昊水产养殖场,Shouguang Xinhao Aquaculture Farm,Shandong,,,,,,,,,,,
鱼台仁源大鲵养殖专业合作社,Yutai Renyuan Dazhen Breeding Professional Cooperative,Shandong,,,,,,,,,,,
东平县旭丰生态家庭农场,Dongping County Xufeng Ecological Family Farm,Shandong,,,,,,,,,,,
威海百世海洋科技有限公司,"Weihai Baishi Marine Technology Co., Ltd",Shandong,,,,,,,,,,,
日照亘海水产有限公司,"Rizhao Genhai Aquatic Products Co., Ltd",Shandong,,,,,,,,,,,
日照市恒泰农业科技有限公司,"Rizhao Hengtai Agricultural Technology Co., Ltd",Shandong,,,,,,,,,,,
日照丰大水产育苗有限公司,"Rizhao Fengda Aquatic Breeding Co.,Ltd.",Shandong,,,,,,,,,,,
德州市陵城区金庄水产养殖专业合作社,"Professional cooperatives in Jinzhuang Aquaculture, Jinzhuang District, Lingcheng District, Texas City",Shandong,,,,,,,,,,,
聊城市天地源生态养殖有限责任公司,"Liaocheng Tiandiyuan Ecological Breeding Co., Ltd",Shandong,,,,,,,,,,,
莘县耀霆渔业专业合作社,Yixian Yaoting Fisheries Professional Cooperative,Shandong,,,,,,,,,,,
临清市汇川养殖专业合作社,Huichuan Breeding Professional Cooperative in Linqing City,Shandong,,,,,,,,,,,
山东美高美生物科技有限公司,"Shandong Mei Gaomei Biotechnology Co., Ltd. (affiliated to aquaculture farms)",Shandong,,,,,,,,,,,
博兴县三荣水产养殖专业合作社,Boxing County Sanrong Aquaculture Professional Cooperative,Shandong,,,,,,,,,,,
滕州市滨湖镇明湖水产品养殖场,"Minghu aquaculture farm in Minghu Town, Tengzhou City",Shandong,,,,,,,,,,,
长岛东兴虾夷贝养殖专业合作社,Long Island Dongxing Shrimi Barry Professional Cooperative,Shandong,,,,,,,,,,,
山东富瀚海洋科技有限公司,"Shandong Fuhan Ocean Technology Co., Ltd. (affiliated to aquaculture farms)",Shandong,,,,,,,,,,,
烟台海益苗业有限公司,"Yantai Haiyi Miao Industry Co., Ltd",Shandong,,,,,,,,,,,
寿光市林海水产育苗场,Shouguang City Lin Sea Water Production Education Field,Shandong,,,,,,,,,,,
寿光市冠宇生态水产养殖场,Shouguang City Guanyu Ecological Aquaculture Farm,Shandong,,,,,,,,,,,
鱼台县依水养鱼专业合作社,Yutai County Yishui Fish Professional Cooperative,Shandong,,,,,,,,,,,
禹城市安仁镇海德渔业养殖专业合作社,Yucheng Anren Town Hyde Fishery Breeding Professional Cooperative,Shandong,,,,,,,,,,,
山东省冠县合顺渔业专业合作社,"Guanxian Fisheries Professional Cooperative in Guanxian County, Shandong Province",Shandong,,,,,,,,,,,
勃坤生物科技（山东）有限公司,"Bokun Biotechnology (Shandong) Co., Ltd",Shandong,,,,,,,,,,,
高唐县池丰锦鲤养殖专业合作社,Professional Cooperative of Chifeng Koi Breeding in Gaotang County,Shandong,,,,,,,,,,,
开封市鱼种场,Kaifeng Fish Farm,Henan,,,,,,,,,,,
鹤壁市鹤睿种植有限公司,"Hebi Herui Planting Co., Ltd",Henan,,,,,,,,,,,
淅川县京津源水产品养殖有限公司,"Xichuan County Jingjinyuan Aquatic Products Breeding Co., Ltd",Henan,Xichuan County Jingjinyuan Aquatic Products Breeding Company Limited,"March 29, 2023",,,"""KOU Yuanqin"" (2010-2025: 1)",,KOU Yuanqin:1,KOU Yuanqin:1,,,/pdfs/Xichuan County Jingjinyuan Aquatic Products Breeding Company Limited.pdf
民权县天河水产养殖有限公司,"Minquan County Tianhe Aquaculture Co., Ltd",Henan,,,,,,,,,,,
民权县益民水产养殖专业合作社,Professional Cooperative of Yimin Aquaculture of Minquan County,Henan,,,,,,,,,,,
潢川县中河种植养殖专业合作社,Zhonghe Planting and Breeding Professional Cooperative in Huangchuan County,Henan,,,,,,,,,,,
固始县贵彬养殖专业合作社,Guishi County Guibin Breeding Professional Cooperative,Henan,,,,,,,,,,,
淮阳县长洲水产养殖专业合作社,Huaiyang County Mayor of Aquaculture Professional Cooperative,Henan,,,,,,,,,,,
鹿邑县利明农业专业合作社,Luyi County Liming Agricultural Professional Cooperative,Henan,,,,,,,,,,,
遂平县新兴生态农庄,Xinxing Ecological Farm in Suiping County (affiliated to aquaculture),Henan,,,,,,,,,,,
新安县远山农业开发有限公司,"Xin'an County Yuanshan Agricultural Development Co., Ltd",Henan,,,,,,,,,,,
郸城县三友养殖有限公司,"Dancheng County Sanyou Breeding Co., Ltd",Henan,,,,,,,,,,,
郸城县新桥水产养殖专业合作社,Dancheng County New Bridge Aquaculture Professional Cooperative,Henan,,,,,,,,,,,
沈丘县孟湖渔场,Menghu fishing ground in Shenqiu County,Henan,,,,,,,,,,,
洛阳茂发农业科技有限公司,"Luoyang Maofa Agricultural Technology Co., Ltd",Henan,,,,,,,,,,,
罗山县林道静种植农民专业合作社,Loshan County Lin Daojing Planting Farmers Professional Cooperatives (Cultivation of Rice and Fishing Comprehensive Species),Henan,,,,,,,,,,,
原阳县豫黄农牧业专业合作社,Yuanyang County Yuhuang Agricultural Husbandry Professional Cooperative,Henan,,,,,,,,,,,
延津县绿水渔业养殖专业合作社,Yanjin County Green Water Fishery Breeding Professional Cooperative,Henan,,,,,,,,,,,
西峡县润鹏水产养殖有限公司,"Xixia Runpeng Aquaculture Co., Ltd",Henan,,,,,,,,,,,
罗山县子路镇志刚水产养殖农民专业合作社,"Zhigang Aquaculture Professional Cooperative in Zilu Town, Luoshan County",Henan,,,,,,,,,,,
固始县金海养殖专业合作社,Jinhai Breeding Professional Cooperative in Gushi County,Henan,,,,,,,,,,,
遂平县下宋水库农业科技有限公司,"Suiping County Xiasong Reservoir Agricultural Technology Co., Ltd",Henan,,,,,,,,,,,
驻马店市驿城区杏花养殖农民专业合作社,"Professional cooperatives in Xinghua Breeding Farmers in Yicheng District, Zhumadian City",Henan,,,,,,,,,,,
正阳县鹏生渔业养殖农民专业合作社,Zhengyang County Pengsheng Fisheries Farmer Professional Cooperative,Henan,,,,,,,,,,,
武汉少潭河农业生态有限公司,"Wuhan Xinzhou District Jiujie Jieliheshaotanhe Agro-ecological Co.,Ltd.",Hubei,,,,,,,,,,,
湖北恒有农业有限公司,"Hubei Hengyou Agriculture Co., Ltd",Hubei,,,,,,,,,,,
湖北紫隆农业科技有限公司,"Hubei Zilong Agricultural Technology Co., Ltd",Hubei,,,,,,,,,,,
老河口市楚银鑫养鱼专业合作社,Laohekou City Chu Yinxin Fish Fish Professional Cooperative,Hubei,,,,,,,,,,,
枣阳渔源水产养殖家庭农场,Zaoyang Yuyuan Aquaculture Family Farm,Hubei,,,,,,,,,,,
浠水县畅源农业专业合作社,Laishui County Changyuan Agricultural Professional Cooperative (Integrated Cultivation of Rice and Fishing),Hubei,,,,,,,,,,,
随州市盛亩园农业科技有限公司,"Suizhou Shengmuyuan Agricultural Technology Co., Ltd",Hubei,,,,,,,,,,,
随州市三家村生态种植养殖农民专业合作社,Suizhou Sanjia Village Ecological Planting and Breeding Peasant Professional Cooperative,Hubei,,,,,,,,,,,
竹山县丰宏小龙虾养殖专业合作社,Zhushan County Fenghong Corluster Professional Cooperative,Hubei,,,,,,,,,,,
湖北德泉农业股份有限公司,"Hubei Dequan Agriculture Co., Ltd",Hubei,,,,,,,,,,,
孝昌县康渔养殖专业合作社,Xiaochang County Kangyu Breeding Professional Cooperative,Hubei,,,,,,,,,,,
鄂州市段店镇建龙种养殖专业合作社,"Professional Cooperative in Jianlong species breeding in Duandian Town, Ezhou City",Hubei,,,,,,,,,,,
咸宁市咸安区斧头湖渔业农民专业合作社,"Professional Cooperative, Fisheries Farmers Farmers Farmers, Xian'an District, Xian'an District",Hubei,,,,,,,,,,,
仙桃市洪渊泽水产养殖专业合作社,Xian Tao City Hongyuanzawa Aquaculture Professional Cooperative,Hubei,,,,,,,,,,,
武汉恒宇信科技养殖专业合作社,Wuhan Hengyuxin Technology Breeding Professional Cooperative,Hubei,,,,,,,,,,,
阳新县韦源口水产专业合作社,Yangxin County Weiyuankou Water Products Professional Cooperative (affiliated to aquaculture farms),Hubei,,,,,,,,,,,
监利市振华渔业专业合作社,Jianli Zhenhua Fishery Professional Cooperative,Hubei,,,,,,,,,,,
松滋市德胜水产养殖专业合作社,Matsuza City De Sheng Aquaculture Professional Cooperative,Hubei,,,,,,,,,,,
监利县分洪口水产养殖专业合作社,Jianli County Flong Pass Water Products Travel Professional Cooperative,Hubei,,,,,,,,,,,
当阳市春泉水产专业合作社,Dangyang City Chunquan Aquatic Professional Cooperative (affiliated to aquaculture farms),Hubei,,,,,,,,,,,
当阳市金菱水产养殖专业合作社,Dangyang Jinshan Aquaculture Professional Cooperative,Hubei,,,,,,,,,,,
襄阳市千亩堰水产养殖专业合作社,Xiangyang Qianmu Weir Aquaculture Professional Cooperative,Hubei,,,,,,,,,,,
保康县寺坪南河渔业农民专业合作社,Baokang County Siping Nanhe Fishery Farmers Professional Cooperative,Hubei,,,,,,,,,,,
京山县跃进垱甲鱼养殖专业合作社,Jiyin County Yuejin Tujia Turtle Professional Cooperative,Hubei,,,,,,,,,,,
沙洋培昌稻虾养殖专业合作社,Shayang Peichang rice shrimp breeding professional cooperative,Hubei,,,,,,,,,,,
沙洋县官垱镇鄂塚名优水产养殖专业合作社,"Easuka Moisturizing Aquaculture Cooperative in Guanxian Town, Shayang County",Hubei,,,,,,,,,,,
安陆市王伍养殖专业合作社,Anlu City Wangwu Breeding Professional Cooperative (affiliated to aquaculture farms),Hubei,,,,,,,,,,,
孝昌县合缘水产养殖专业合作社,Xiaochang County Heyuan Aquaculture Professional Cooperative,Hubei,Xiaochang County Heyuan Aquaculture Professional Cooperative,"September 07, 2024",,,,,,,Xiaochang County Heyuan Aquaculture Professional Cooperative:Ecological protection project:442000:2024-06-13,,/pdfs/Xiaochang County Heyuan Aquaculture Professional Cooperative.pdf
湖北孝感三汊河渔业专业合作社,Hubei Xiaogan Sanyu River Fisheries Professional Cooperative (affiliated to aquaculture farms),Hubei,,,,,,,,,,,
浠水县农兴水产品专业合作社,Lishui County Nongxing Aquatic Product Professional Cooperative (affiliated to aquaculture farms),Hubei,,,,,,,,,,,
麻城市宋家河淡水鱼养殖专业合作社,Songjiahe Freshwater Fish Breeding Professional Cooperative,Hubei,,,,,,,,,,,
咸宁市咸安区高桥水产养殖专业合作社,"Gaoqiao Aquaculture Professional Cooperative, Xian'an District, Xianning City",Hubei,,,,,,,,,,,
嘉鱼县三湖渔业有限责任公司,"Jiayu County Sanhu Fishery Industry Co.,Ltd.",Hubei,,,,,,,,,,,
嘉鱼县大岩湖水产养殖专业合作社,Jiayu County Dayan Lake Aquaculture Professional Cooperative,Hubei,,,,,,,,,,,
崇阳县华阳特种水产养殖专业合作社,Chongyang County Huayang Special Aquaculture Professional Cooperative,Hubei,,,,,,,,,,,
广水市宝荣甲鱼养殖专业合作社,Guangshui City Baorong Turtle Professional Cooperative,Hubei,,,,,,,,,,,
仙桃市剅河镇洋港渔场,"Yanggang Fishing Ground, Luohe Town, Xiantao City",Hubei,,,,,,,,,,,
湖北宏旺生态农业科技股份有限公司,"Hubei Hongwang Ecological Agricultural Technology Co., Ltd. (affiliated to aquaculture farms)",Hubei,,,,,,,,,,,
仙桃市强农水产专业合作社,Xiantao Qiangnong Aquatic Products Professional Cooperative,Hubei,,,,,,,,,,,
天门市西白湖生态养殖专业合作社,Tianmen Xibaihu Ecological Breeding Professional Cooperative,Hubei,,,,,,,,,,,
湖南子非鱼渔业有限公司,"Hunan Zifeiyu Fisheries Co.,Ltd.",Hunan,,,,,,,,,,,
湖南强发生态种养殖专业合作社,Hunan Qiangfa Ecological breeding professional cooperative,Hunan,,,,,,,,,,,
隆回县晨峰泥鳅养殖专业合作社,Longhui County Chenfeng Loach Breeding Professional Cooperative,Hunan,,,,,,,,,,,
邵阳县广源兴水稻专业合作社,Shaoyang County Guangyuan Xingdao Professional Cooperative (affiliated to aquaculture farms),Hunan,,,,,,,,,,,
邵东县宏伟现代农业专业合作社,Shandong County Hongwei Modern Agricultural Professional Cooperative (affiliated to aquaculture farms),Hunan,,,,,,,,,,,
湘阴胭脂湖名特优水产养殖专业合作社,Xiangyin Rouge Lake Name Youyou Aquaculture Professional Cooperative,Hunan,,,,,,,,,,,
汉寿县洲口镇三益昏水产养殖专业合作社,"Professional Cooperative of Sanyi Fascini Water Products in Zhoukou Town, Hanshou County",Hunan,,,,,,,,,,,
南县助农稻虾种养专业合作社,Nanxianxian Nongfu and shrimp cultivation professional cooperative (rice and fishing comprehensive species category),Hunan,,,,,,,,,,,
资兴市东江湖水产发展服务中心（资兴市水产良种场）,Zixing City Aquatic Goods Farm,Hunan,,,,,,,,,,,
资兴市移民水产养殖专业合作社,Zixing Immigration Aquaculture Professional Cooperative,Hunan,,,,,,,,,,,
资兴市良美鲟龙科技开发有限公司,"Zixing Liangmei sturgeon Technology Development Co., Ltd",Hunan,Zixing Liangmei Sturgeon Technology Development Company Limited Suxian Branch,"October 16, 2024",Closed by owner,,,,Zixing Liangmei Sturgeon Technology Development Company Limited:1,WU Yuanchun:1,,,/pdfs/Zixing Liangmei Sturgeon Technology Development Company Limited Suxian Branch.pdf
浏阳市龙泉养殖专业合作社,Liuyang Longquan Breeding Professional Cooperative,Hunan,Liuyang Longquan Breeding Professional Cooperative,"March 15, 2023",,,,Changsha Xiangkang Agricultural Development Company Limited:0.1,LIU Zhenguo:; ZHOU Zhongxian:; HU Zicheng:; DENG Zongbing:; HU Ziding:,,,,/pdfs/Liuyang Longquan Breeding Professional Cooperative.pdf
湘潭盘龙生态农业示范园有限公司,"Xiangtan Panlong Ecological Agricultural Demonstration Park Co., Ltd. (affiliated to aquaculture farms)",Hunan,,,,,,,,,,,
常宁市泓源种养农民专业合作社,Changning City Hongyuan Seed Farmers Professional Cooperative,Hunan,,,,,,,,,,,
衡阳亮宇特种渔业专业合作社,Hengyang Liangyu Special Fishery Professional Cooperative,Hunan,,,,,,,,,,,
湖南洋沙湖现代农业科技有限公司,"Hunan Yangshahu Modern Agricultural Technology Co., Ltd",Hunan,Hunan Yangshahu Modern Agricultural Technology Company Limited,"March 20, 2023",,,"""Hunan Shuntian Landscaping Company Limited"" (2015-2025: 1); ""Hunan Shuntian Greening Company Limited"" (2012-2014: 1)",,Hunan Shuntian Landscaping Company Limited:1,SU Songquan:0.739; SU Xing:0.17; HUANG Hongzhuan:0.041,,,/pdfs/Hunan Yangshahu Modern Agricultural Technology Company Limited.pdf
岳阳裕泰生态农业有限公司,"Yueyang Yutai Ecological Agriculture Co., Ltd",Hunan,Yueyang Yutai Ecological Agriculture Company Limited,"May 30, 2024",,,"""OUYANG Zhiqian"" (2016: 0.4, 2017: 0.4, 2018-2024: 0.49758); ""JIANG Qiang"" (2018-2024: 0.28572); ""LIANG Shiya"" (2016: 0.2, 2017: 0.2, 2025: 0.05393, 2013-2015: 0.5, 2018-2024: 0.05393); ""NI Huihong"" (2016: 0.1, 2013-2015: 0.2); ""ZHANG Yanhong"" (2016: 0.1, 2017: 0.1, 2025: 0.16279, 2013-2015: 0.1, 2018-2024: 0.16279); ""HUANG Yuanming"" (2013-2015: 0.1); ""NI Huihong"" (2016: 0.1, 2017: 0.1, 2013-2015: 0.1); ""HUANG Houming"" (2016: 0.1, 2017: 0.1, 2013-2015: 0.1); ""ZHOU Shouquan"" (2016: 0.1, 2017: 0.1, 2013-2015: 0.1)",Yueyang County Qingqu Yellow Catfish Breeding Professional Cooperative:0.8,WU Yingfei:0.78329; ZHANG Yanhong:0.16279; LIANG Shiya:0.05393,WU Yingfei:0.783; ZHANG Yanhong:0.163; LIANG Shiya:0.054,,,/pdfs/Yueyang Yutai Ecological Agriculture Company Limited.pdf
华容县利恒淡水鱼养殖专业合作社,Huarong County Liheng Freshwater Fish Breeding Professional Cooperative,Hunan,,,,,,,,,,,
津市市在水一方泥鳅养殖专业合作社,Jinshi Municipal Live Lovy Live Professional Cooperative,Hunan,,,,,,,,,,,
益阳市泊湖岭绿色农林有限公司,"Yihang Bohuling Green Agriculture and Forestry Co., Ltd",Hunan,,,,,,,,,,,
辰溪县凤凰山生态农业开发有限公司,"Chenxi County Fenghuangshan Ecological Agriculture Development Co., Ltd",Hunan,,,,,,,,,,,
广州市清春水产种苗有限公司,"Guangzhou Ever Spring Aquatic Products Co.,Ltd",Guangdong,,,,,,,,,,,
广州市番禺区石楼宏益水产养殖场,"Shilou Hongyi Aquaculture Farm, Shilou, Panyu District, Guangzhou",Guangdong,,,,,,,,,,,
广东海盟海洋生物科技有限公司,"Guangdong Haimeng Marine Biotechnology Co., Ltd. (affiliated to aquaculture farms)",Guangdong,,,,,,,,,,,
广州淘绿生态农业有限公司,"Guangzhou Taolv Ecological Agriculture Co., Ltd",Guangdong,,,,,,,,,,,
广州市南沙区兴海水产种苗场,"Xinghai Water Production Seedling Field, Nansha District, Guangzhou",Guangdong,,,,,,,,,,,
东莞市绿源龟鳖水产养殖专业合作社,Dongguan Lvyuan Turtle Turtle Aquaculture Professional Cooperative,Guangdong,,,,,,,,,,,
中殖渔业（惠州）有限公司,"Zhongbu Fisheries (Huizhou) Co., Ltd. (affiliated to aquaculture farms)",Guangdong,,,,,,,,,,,
汕头市金泽元水产养殖专业合作社,Shantou Jinze Yuan Aquaculture Professional Cooperative,Guangdong,,,,,,,,,,,
广东梅华水产食品有限公司,"Guangdong Meihua Aquatic Food Co., Ltd",Guangdong,,,,,,,,,,,
东源县源欣农业发展有限公司,"Dongyuan County Yuanxin Agricultural Development Co., Ltd",Guangdong,,,,,,,,,,,
东源县沥口种养专业合作社,Dongyuan County Likou Professional Cooperative,Guangdong,,,,,,,,,,,
河源市河绿沉香种植发展有限公司,"Heyuan Helu Agarwood Planting and Development Co., Ltd",Guangdong,,,,,,,,,,,
连平县大自然养殖专业合作社,Lianping County Nature Breeding Professional Cooperative,Guangdong,,,,,,,,,,,
吴川市恒政生物科技有限公司,"Wuchuan Hengzheng Biotechnology Co., Ltd. (affiliated to aquaculture farms)",Guangdong,,,,,,,,,,,
湛江市国兴水产科技有限公司,"Zhanjiang Guoxing Aquatic Technology Co., Ltd",Guangdong,Zhanjiang Guoxing Aquatic Products Technology Company Limited,"February 12, 2023",,,,,FU Xueyun:0.5; TONG Jiaming:0.5,FU Xueyun:0.5; TONG Jiaming:0.5,,,/pdfs/Zhanjiang Guoxing Aquatic Products Technology Company Limited.pdf
湛江海壹水产种苗有限公司,"Zhanjiang Haiyi Aquatic Seed Co., Ltd",Guangdong,,,,,,,,,,,
阳西县恒生水产养殖专业合作社,Yangxi County Hang Seng Aquaculture Professional Cooperative,Guangdong,,,,,,,,,,,
广东顺德顺爷水产有限公司,"Guangdong Shunde Shunye Aquatic Products Co., Ltd",Guangdong,,,,,,,,,,,
肇庆市高要区广汇养殖专业合作社,"Guanghui Breeding Professional Cooperative in Gaoyao District, Zhaoqing City",Guangdong,,,,,,,,,,,
高要区蚬岗镇伦大养殖场,Gao Gang Zhenlun Barry Farm in Gaoyao District,Guangdong,,,,,,,,,,,
高要区禄步镇荣记水产养殖基地,"Rongji Aquaculture Base in Lubu Town, Gaoyao District",Guangdong,,,,,,,,,,,
东源县顺富种养专业合作社,Dongyuan County Shunfu Breeding Professional Cooperative,Guangdong,,,,,,,,,,,
广东大麟洋海洋生物有限公司,GUANGDONG DALINYANG MARINE BIOLOGY CO. LTD..,Guangdong,,,,,,,,,,,
广东贞山鳄鱼养殖有限公司,"Guangdong Zhenshan Cayman Breeding Co.,Ltd.",Guangdong,,,,,,,,,,,
广州金农夫名龟生态养殖有限公司,"Guangzhou Jin Nongfu Famous Turtle Ecological Breeding Co., Ltd",Guangdong,,,,,,,,,,,
广西钟山县有机农夫农产品销售有限公司,"Guangxi Zhongshan County Organic Farmer Agricultural Products Sales Co., Ltd",Guangxi,,,,,,,,,,,
广西牧渔人种养有限公司,"Guangxi Muyu Ren Breeding Co., Ltd",Guangxi,,,,,,,,,,,
大化县音圩合龙水产养殖专业合作社,Dahua County Yinyu Heilong Aquaculture Professional Cooperative,Guangxi,,,,,,,,,,,
广西泉景生态农业有限公司,"Guangxi Quanjing Ecological Agriculture Co., Ltd",Guangxi,,,,,,,,,,,
广西防城港富城水产养殖科技有限公司,"Guangxi Fangchenggang Fucheng Aquaculture Technology Co., Ltd",Guangxi,Guangxi Fangchenggang Fucheng Aquaculture Technology Company Limited,"February 20, 2023",,,"""Fangchenggang Longde Real Estate Company Limited"" (2017-2025: 0.98); ""MIU Qimou"" (2013-2016: 0.9, 2017-2025: 0.02); ""TANG Guozheng"" (2013-2016: 0.1)",,Fangchenggang Longde Real Estate Company Limited:0.98; MIU Qimou:0.02,MIU Qimou:0.706; MIU Xin:0.294,,,/pdfs/Guangxi Fangchenggang Fucheng Aquaculture Technology Company Limited.pdf
陆川县滩面南园农民专业合作社,Luchuan County Beach Facing South Garden Farmers Professional Cooperative,Guangxi,,,,,,,,,,,
陆川县鸿瑞养殖场,Luchuan County Hongrui Aquaculture Farm,Guangxi,,,,,,,,,,,
天峨县鸿安生态休闲渔业专业合作社,Tian'e County Hong'an Ecological Leisure Fisheries Professional Cooperative,Guangxi,,,,,,,,,,,
海南海昌对虾繁育有限公司,"Hainan Haichang Shrimp Breeding Co., Ltd",Hainan,,,,,,,,,,,
重庆市铜梁区代财淡水鱼专业合作社,Chongqing Tongliang District Daocai Freshwater Fish Professional Cooperative,Chongqing,,,,,,,,,,,
重庆市长寿区葛兴渔业有限公司,"Gexing Fishery Co., Ltd., Changshou District, Chongqing",Chongqing,,,,,,,,,,,
重庆海倩农业开发有限公司,"Chongqing Haiqian Agricultural Development Co., Ltd",Chongqing,,,,,,,,,,,
重庆大不同生态农业开发有限公司,"Chongqing Daduo Ecological Agriculture Development Co., Ltd",Chongqing,,,,,,,,,,,
重庆市铜梁区兴源农业发展有限公司,"Chongqing Tongliang District Xingyuan Agricultural Development Co., Ltd. (affiliated to aquaculture farms)",Chongqing,,,,,,,,,,,
重庆市眉目水产养殖股份合作社,Chongqing Meimu Aquaculture Cooperative,Chongqing,,,,,,,,,,,
简阳市雄海养殖专业合作社,Jianyang Xionghai Breeding Professional Cooperative,Sichuan,,,,,,,,,,,
邛崃市虹波农业有限公司,"有限 Hongbo Agricultural Co., Ltd. (affiliated to aquaculture farms)",Sichuan,,,,,,,,,,,
邛崃市九隆渔业专业合作社,Jiulong Fisheries Professional Cooperative,Sichuan,,,,,,,,,,,
富顺县横溪鱼苗养殖专业合作社,Fushun County Hengxi Fisheries Flowing Professional Cooperative,Sichuan,,,,,,,,,,,
自贡市川越农业开发有限公司,"Zigong Chuanyue Agricultural Development Co., Ltd. (affiliated to aquaculture farms)",Sichuan,,,,,,,,,,,
沿滩区刘山乡七彩家庭农场,"Colorful Family Farm, Liushan Township, Beach District",Sichuan,,,,,,,,,,,
沿滩区黄市镇熊鹰家庭农场,"Xiong Eagle Family Farm, Huangshi Town, Beach District",Sichuan,,,,,,,,,,,
